的	白勹丶
揫	禾火手
稥	禾灬日
筺	匚王丶
筭	王廾
筪	匚甲
筴	大人人
筸	日干
筫	貝
筽	口天
筧	目儿
筯	且力
筣	禾刂
筰	亻二
筡	人于八
筟	爫子
筨	亽乙口
筿	夂朩
筞	宀木
節	彐卩
筩	龴用
與	⺽一乙八
債	亻龶貝
傿	亻一止灬
僅	亻堇
傼	亻廿口夫
僙	亻龷由八
僌	亻車攵
傳	亻寸
傮	亻艹日日
傴	亻匚品
僄	亻覀示
傶	亻戊上小
僀	亻廿儿巾
傸	亻大乂乂
毀	臼土几又
傾	亻匕頁
牐	片千臼
牏	片亼月刂
牎	片勿丶心
牑	片户冂艹
僂	亻口十女
僈	亻日罒又
傫	亻田糸
傰	亻山月月
賃	亻丿士貝
傷	亻旦勿
働	亻千日力
傯	亻夕心
傱	亻彳人龰
僁	亻禾丷心
僋	亻亽乙貝
傭	亻广彐丨
傽	亻立早
傹	亻立日儿
皘	白龶月
躳	身吕
躱	身乃木
辠	自立十
鄡	亻彐一阝
裊	亻彐一衣
鳧	鳥几
鄥	鳥阝
鳨	鳥力
皗	白⺆土口
鬾	白儿厶又
鬿	白儿厶斤
魀	白儿厶
楽	白木
粵	禾丷乙
奧	禾丷大
傪	亻厶厶彡
頎	斤頁
徰	彳一止止
遞	⺁虍几辶
衘	彳一亍
徯	彳爫幺大
徬	彳方
覛	⺁目儿
艃	舟日土
艁	舟⺧口
艀	舟爫子
艂	舟夂三丨
幋	舟几又巾
媻	舟几又女
艈	舟
艆	舟丶彐
嵞	人于八山
厁	人于八卩
鈺	金王丶
鉦	金一止
鉣	金土厶
鉗	金甘
鉪	金廿乙
銰	金艹乂
鈷	金古
鉢	金本
鉥	金木丶
鈳	金丁口
鉕	金匚口
鉔	金匚巾
鈵	金一冂人
鉟	金不一
鉐	金石
鈽	金巾
鈸	金犮
鉞	金戉
鉲	金上卜
鉳	金丬匕
鉆	金⺊口
鉭	金旦
鉬	金目
鉏	金且
鉀	金甲
鉮	金申
鈿	金田
鈾	金由
鉙	金口八
鉂	金史
鉠	金冂大
鈻	金㠯
鉎	金生
鉃	金矢
鉄	金丿夫
鈼	金丨二
鉌	金禾
鉓	金巾
鉇	金也
鉜	金亻寸
鉑	金白
鈲	金瓜
鉩	金人小
鉁	金人彡
鈴	金亽龴
鉨	金⺈小
鉛	金几口
鉤	金句
銏	金⺆⺆一
鉚	金卯
鉖	金夂⺀
鉋	金勹巳
鉒	金丶王
鈰	金亠巾
鉱	金广厶
鉝	金立
鉉	金亠幺
鉡	金丷二丨
鉈	金宀匕
鉍	金必
鉰	金乙一口
鈮	金尸匕
鈱	金民
鉘	金弓
鈯	金屮凵
鉊	金刀口
鉫	金力口
鈹	金皮
鈶	金厶口
鉧	金母
弒	乂木丶工
歈	亼月刂欠
僉	亼吅人人
會	亼日
覜	儿目儿
鳰	丿丶鳥
愛	爫冖心夂
嗠	爫子夂口
貈	豸舟
貄	豸彐二丨
貇	豸彐
亂	爫龴冂乙
飮	欠
餀	飠艹乂
飷	飠且
飵	飠丨二
飾	飠巾
飻	飠人彡
飹	飠卯
飽	飠勹巳
飳	飠丶王
飶	飠必
飼	飠乙一口
飿	飠屮凵
飴	飠厶口
頒	八刀頁
頌	八厶頁
腜	月甘木
腷	月一口田
腝	月而大
颕	匕示页
腸	月旦勿
腢	月日⽱
腲	月田
腫	月千日二
腶	月几又
膄	月臼丨又
膇	月辶
腳	月谷卩
朡	月乂凵夂
腤	月立日
腣	月巾
幐	月丷夫巾
腟	月宀一土
腪	月冖車
腵	月丨又
腛	月尸一土
腬	月矛木
腞	月彑
腦	月巛乂
鲄	鱼丁口
魝	魚刂
魜	魚人
魞	魚丿丶
魛	魚刀
勨	⺈口力
獉	犭禾
獓	犭龶勹攵
獁	犭馬
獏	犭艹日大
猼	犭甫寸
獂	犭厂白小
鳯	几鳥
鳩	九鳥
颫	几丿虫夫
颬	几丿虫牙
獆	犭白大十
獅	犭一巾
獊	犭亽彐口
獈	犭皿
猽	犭冖日六
觤	⺈用⺈㔾
觡	⺈用夂口
觧	⺈用羊
猻	犭子系
麁	鹿
遙	缶辶
豋	豆
詧	言
馎	饣甫寸
誆	言匚王
誄	言耒
試	言弋工
詽	言一干
詿	言土土
詩	言土寸
詰	言士口
誀	言耳
詴	言月
誇	言大二乙
詼	言火
誠	言戊乙
誈	言一厶土
訿	言止匕
詷	言冂一口
誅	言丿未
詵	言⺧儿
誔	言丿士廴
話	言舌
誕	言丿廴
詯	言自
詬	言𠂋
詮	言人王
詥	言亼口
誂	言儿
詤	言人乙
詭	言⺈厂㔾
詢	言勹日
詣	言匕日
詾	言勹乂凵
詺	言夕口
詻	言夂口
誃	言夕夕
諍	言⺈彐丨
詨	言六乂
該	言亥
詳	言羊
誁	言丷开
詸	言米
詶	言⺍川
詫	言宀丿七
詪	言彐
詡	言羽
奨	丬爫寸大
裏	衣日土
凗	冫山隹
稟	亠回禾
廅	广土厶皿
廈	广丆目夂
廇	广丶田
痮	疒
瘏	疒耂日
瘂	疒亞
瘔	疒艹古
瘄	疒龷日
痲	疒十
痳	疒木木
痷	疒大电
痬	疒日勿
痶	疒冂龷八
瘑	疒冂乙口
痸	疒牛冂刂
痵	疒禾子
痽	疒隹
痺	疒白丿十
痭	疒月月
痻	疒氏日
廍	广立口阝
痯	疒宀㠯
斒	亠乂户艹
頏	亠几頁
廌	广灬
廕	广阝亽云
資	冫欠貝
楶	冫欠口木
竨	立⺊早
韴	立日一巾
剷	立丿生刂
亷	立丿彐
竩	立宀且
旓	方月
賌	亥貝
旕	方人⺀匕
羥	一巛工
羦	宀二儿
羪	丶彐
義	⺷丿扌戈
兿	丷一扌云
羨	⺷氵欠
觠	丷夫⺈用
飬	丷二食
糀	米艹亻
粯	米目儿
粴	米日土
粰	米爫子
亃	米夕㐄乙
遡	屰月辶
甆	丷一幺瓦
兾	丷田龷八
煂	火革
煠	火廿乙木
煵	火十冂干
煏	火一口田
煙	火覀土
煉	火木
煘	火戌口
煩	火頁
煗	火而大
煯	火匕匕白
煶	火旦龰
煬	火旦勿
煰	火品
煍	火禾火
煄	火千日二
煖	火爫二夂
煥	火⺈冂大
煈	火几丿虫
煷	火冖几
煪	火丷西一
煫	火丷豕
煔	火火⺊口
塋	火火冖土
嵤	火火冖山
煢	火火冖卂
嫈	火火冖女
熍	火宀吕
煇	火冖車
煆	火丨又
煒	火丨㐄
煝	火尸丨目
煣	火矛木
溙	氵氺
滶	氵龶勹攵
溸	氵龶糸
溝	氵冂土
溨	氵十戈木
溤	氵馬
溒	氵土口
澕	氵艹一十
溎	氵木土土
漣	氵車辶
滒	氵丁口口
滣	氵厂二口
滅	氵戌火
滙	氵匚隹
溼	氵一幺土
溑	氵貝
塣	氵口王土
溡	氵日土寸
滭	氵龷
溭	氵田八夂
溿	氵田丷丨
溳	氵口貝
溰	氵山豆
溫	氵囗人皿
滊	氵气米
溗	氵禾丬匕
塰	氵母土
滌	氵亻丨朩
溣	氵亻亼艹
準	氵隹十
滜	氵白大十
溩	氵烏
溮	氵一巾
潃	氵彳夂月
塗	氵人于土
滛	氵爫缶
滄	氵亽彐口
漨	氵夂三辶
滐	氵夕㐄木
滖	氵衣口一
滈	氵高
滝	氵立日乙
滀	氵亠幺田
溔	氵⺷灬
溓	氵丷一
溛	氵穴瓜
溕	氵冖一豕
碆	氵皮石
慠	忄龶勹攵
愩	忄工貝
慔	忄艹日大
慩	忄車辶
愽	忄甫寸
慄	忄覀木
愰	忄日⺎
愪	忄口貝
愷	忄山豆
慍	忄囗人皿
愾	忄气米
愯	忄隹又
愮	忄爫缶
慀	忄爫幺大
愴	忄亽彐口
慃	忄八厶羽
愼	忄匕目八
愱	忄疒矢
慉	忄亠幺田
愹	忄宀谷
慏	忄冖日六
愵	忄弓冫冫
愶	忄力力月
戦	⺍戈
寚	宀王缶
弿	宀八弓
寛	宀艹目儿
寘	宀十八
翝	宀厶羽
寙	宀瓜瓜
窢	穴戈口一
窧	穴⺊早
窤	穴日匕匕
窩	穴冂乙口
彮	宀谷彡
窞	穴⺈臼
窡	穴又又又
愙	宀夂口心
鹓	宀夕㔾鸟
寖	宀氵彐又
寗	宀必冂土
寜	宀心皿丨
郒	丶彐巴
甂	户冂艹瓦
裬	衤土八夂
褀	衤其
裲	衤一巾丶
裿	衤大丁口
裺	衤大电
褄	衤十彐女
裶	衤非
褃	衤止月
裭	衤虍几
裩	衤日匕匕
裮	衤日日
裯	衤⺆土口
裪	衤勹缶
裷	衤丷夫㔾
裧	衤火火
禖	礻甘木
禙	礻丬匕月
禎	礻⺊貝
禓	礻旦勿
禑	礻日⽱
禗	礻田心
禐	礻爫二夂
禉	礻丷西一
禌	礻丷一幺
禈	礻冖車
禕	礻丨㐄
畵	彐土田凵
肅	彐丨片一
盝	彐氺皿
裠	彐丿口衣
羣	彐丿口羊
彚	彐冖日木
槩	彐匚木
遟	尸立十辶
彁	弓丁口口
敯	民日⺊又
暋	民攵日
彃	弓龷
裝	爿士衣
牃	爿廿乙木
遜	子系辶
孴	子子子日
舝	丨巛㐄
隚	阝尚土
隝	阝鳥
隠	阝爫彐心
際	阝示
隡	阝立丿生
隟	阝巛日木
嫀	女禾
嫊	女龶糸
嫟	女匚艹口
媽	女馬
媴	女土口
嬅	女艹一十
嫃	女十八
媷	女厂二寸
嫐	女田力女
媺	女山一攵
媼	女囗人皿
嫍	女爫臼
嫓	女⺈冂匕
媹	女丶田
媰	女勹䶹䶹
嫎	女方
嫆	女宀谷
嫇	女冖日六
嫋	女弓冫冫
嗧	力口亼艹
綤	刀口阝糸
鳭	刀鳥
翜	羽大人人
剹	羽人彡刂
鄝	羽人彡阝
鳮	又鳥
預	予頁
矠	矛龷日
楘	矛攵木
暓	矛攵日
愗	矛攵心
奦	矛夂力大
剼	厶厶厶刂
彙	彑冖日木
続	糹士冖儿
綕	糹士心
絿	糹求
綍	糹子
綆	糹一日乂
綀	糹木口
綇	糹西一
綊	糹大人人
經	糹一巛工
綃	糹月
絸	糹目儿
綑	糹囗木
絹	糹口月
綗	糹冂八口
綉	糹禾乃
絺	糹乂巾
綌	糹谷
綒	糹爫子
綏	糹爫女
絼	糹豸
絻	糹免
綘	糹夂三丨
綂	糹亠口儿
継	糹米乙
綐	糹丷口儿
綈	糹丷弓丿
綄	糹宀二儿
綋	糹宀厶
綅	糹彐冖又
綛	糹刀丶心
煭	巛歹刂灬
鄛	巛日木阝
勦	巛日木力
耣	耒亼冂艹
幚	三丿阝巾
瑪	王馬
璍	王艹一十
璓	王艹禾乃
瑹	王艹人八
璉	王車辶
瑮	王覀木
瑣	王貝
靗	龶月⺎
靘	龶月⺈巴
瑦	王烏
瑡	王一巾
瑫	王爫臼
瑲	王亽彐口
瑤	王缶
瑠	王丶田
瑸	王宀丘八
摮	龶勹攵手
鳱	干鳥
孷	未攵厂子
覝	干火目儿
蝅	天天虫
嫢	夫目儿女
匲	匚大品
夀	二乙口寸
摫	扌夫目儿
髨	镸彡二儿
髤	镸彡木
髩	镸彡一乙
髪	镸彡又
髥	镸彡冂二
髣	镸彡方
髧	镸彡冖儿
墸	土艹耂日
擆	扌艹耂日
墴	土龷由八
撗	扌龷由八
摲	扌車斤
塼	土寸
摶	扌寸
摗	扌木口欠
塸	土匚品
摳	扌匚品
摼	扌臣又土
墂	土覀示
馷	馬一巾
馶	馬十又
駄	馬大丶
駆	馬匚乂
駀	馬尢丶
駏	馬匚
馹	馬日
馽	馬中
駇	馬攵
馸	馬斤
駁	馬乂乂
馼	馬亠乂
馿	馬户
馾	馬冖儿
駅	馬尸丶
駃	馬人
馻	馬厶儿
墄	土戊上小
摵	扌戊上小
墆	土廿儿巾
摕	扌廿儿巾
摦	扌大二瓜
撦	扌大耂日
塽	土大乂乂
摤	扌大乂乂
墭	土戊乙皿
頙	一止頁
塷	土⺊囗⺀
趚	走木口
趙	走月
趕	走日干
趗	走足
趖	走人人土
趘	走尸毛
摣	扌虍且
摢	扌虍乎
摚	扌尚土
慐	工貝心
塿	土口十女
摟	扌口十女
摱	扌日罒又
摑	扌囗戈一
皷	壴皮
臺	士口冖土
墔	土山隹
塴	土山月月
撾	扌冂乙辶
塲	土旦勿
摥	扌旦勿
摠	扌夕心
摐	扌彳人龰
墖	土亼口田
摿	扌人立日
摖	扌示
墌	土广廿灬
塶	土鹿
摝	扌鹿
墇	土立早
摬	扌立日儿
摌	扌立丿生
墑	土亠丷古
撁	扌亠幺牛
撯	扌目
墊	土丷干土
増	土丷田日
摍	扌宀亻日
瑴	士冖一又
槖	士冖石木
愨	士冖一心
覟	士心目儿
壽	士乙工寸
墛	土尸示寸
撱	扌阝月
摪	扌爿寸
摺	扌羽白
摎	扌羽人彡
朅	土厶日乙
墋	土厶厶彡
摻	扌厶厶彡
蝁	亞虫
摜	扌囗十貝
摷	扌巛日木
聙	耳龶月
聝	耳戈口一
蔧	艹三丨彐
聣	耳臼儿
聛	耳白丿十
蜝	其虫
聡	耳八厶心
聢	耳宀一龰
聜	耳穴工
蔶	艹龶貝
蓵	艹扌一龰
蓷	艹扌隹
蓺	艹土八丶
蓻	艹土丷丶
蓳	艹堇
蔪	艹車斤
靾	革廿乙
鞆	革一冂人
蓴	艹寸
靻	革且
鞂	革禾
鞄	革勹巳
鞃	革弓厶
鞀	革刀口
蓸	艹艹日日
蓲	艹匚品
蔵	艹戊臣
蔕	艹廿儿巾
勩	廿乙貝力
蓾	艹⺊囗⺀
蔖	艹虍且
蔝	艹目米
蔄	艹門口
蔅	艹門女
蔞	艹口十女
勱	艹日⽱力
蔂	艹田糸
蔮	艹囗戈一
蓶	艹口隹
蔨	艹囗丷㔾
薖	艹冂乙辶
蔦	艹鳥
蔥	艹夕心
蓯	艹彳人龰
蔔	艹勹一田
蕏	艹犭耂日
蔛	艹⺈用十
蔎	艹言几又
蔴	艹麻
蓭	艹广大电
蔉	艹衣八口
蔍	艹鹿
蔁	艹立早
蔐	艹亠丷古
蔏	艹亠丷口
蔙	艹方龰
蔳	艹氵龶月
蔆	艹氵土夂
蔋	艹氵上又
蔢	艹氵皮女
蔲	艹宀二攵
蔩	艹宀一八
蔤	艹宀必山
蔰	艹户口巴
榦	十早人木
蔒	艹彐丿灬
煕	𦣝巳
蔣	艹爿寸
蕯	艹阝夂生
蔘	艹厶厶彡
薌	艹乡丶阝
蔠	艹糹夂⺀
榡	木龶糸
構	木冂土
榪	木馬
槓	木工貝
榸	木土日土
榬	木土口
榼	木土厶皿
樺	木艹一十
樥	木艹夂丨
榗	木亚日
槙	木十八
槤	木車辶
槅	木一口丨
樮	木覀火
槈	木厂二寸
榎	木丆目夂
槗	木口口
榞	木厂白小
槕	木⺊日木
榩	木虍亠乂
榯	木日土寸
皶	木旦皮
榥	木日⺎
榿	木山豆
榲	木囗人皿
樤	木亻丨朩
樇	木亻丨月
槝	木亻彐山
蜤	木斤虫
榹	木⺁虍几
榝	木乂朩又
覡	工人人儿
麧	木人人乙
愸	木人人心
榣	木爫缶
槄	木爫臼
榽	木爫幺大
槍	木亽彐口
槇	木匕目八
槰	木夂三辶
榤	木夕㐄木
槨	木子阝
槉	木疒矢
樆	木㐫禸
榶	木广彐口
槞	木立日乙
槒	木亠幺田
様	木丷三氺
榚	木⺷灬
榏	木皿
槏	木丷一
榢	木宀豕
榟	木宀立十
樃	木丶彐月
榠	木冖日六
榓	木必皿
榐	木尸龷
榒	木弓冫冫
樄	木阝木日
槂	木子系
樋	木龴用辶
槡	木又又木
輒	車耳乙
輔	車甫
輏	車西一
輕	車一巛工
輎	車月
毄	車口几又
塹	車斤土
輍	車谷
輓	車免
輐	車宀二儿
輑	車彐丿口
匱	匚貝
戨	丁口丁戈
遫	木口攵辶
遬	木口欠辶
辢	木口立十
匰	匚吅
監	臣皿
朢	臣月王
蜸	臣又虫
緊	臣又糸
彯	覀示彡
酻	西一爫子
酼	西一
酳	西一幺月
嫛	匚矢几女
厲	厂艹日⽱
歴	厂木木止
暦	厂木木日
遰	廿儿冖辶
厰	厂尚攵
戫	月戈一
碪	石其乙
厭	厂日月犬
碩	石頁
碝	石而大
厬	厂日夂口
碵	石⺊貝
碮	石旦龰
碭	石旦勿
磆	石骨
碫	石几又
磈	石白儿厶
磓	石辶
碷	石⺁十目
碸	石几丿虫
碠	石冖丁
磀	石屰辶
碦	石宀夂口
碬	石丨又
碯	石巛乂
靤	丆囬勹巳
奩	大匚品
爾	一八巾乂
奪	大隹寸
豧	豕甫
豩	豕豕
殝	歹禾
銐	歹刂金
殞	歹口貝
殠	歹自犬
雿	⻗儿
鳶	弋鳥
戩	一厶厶戈
巰	一巛工
鬦	丨王王十
裻	上小又衣
鈭	止匕金
鼑	⺊目爿片
頕	⺊口頁
雐	虍隹
對	业⺷寸
尡	⺎日匕
嘗	尚匕日
睶	目日
嘒	口三丨彐
睵	目十戈口
暱	日匚艹口
睳	目大土土
嘖	口龶貝
曄	日艹一十
曅	日艹一十
暯	日艹日大
瞁	目目犬
睼	目旦龰
煛	目目火
愳	目目心
睲	目日生
瞆	目贝
睺	目亻矢
瞃	目⺁十目
賕	貝求
睮	目亼月刂
賑	貝厂二
賏	貝貝
賗	貝口中
賒	貝人示
賖	貝人于八
賘	貝广土丶
賐	貝厶八夂
覞	目儿目儿
瞇	目米辶
睻	目宀二日
睴	目冖車
睱	目丨又
睸	目尸丨目
嘕	口一止灬
朄	申木
嘋	口耂子攵
嘆	口廿口夫
暢	申旦勿
槑	口木口木
嘜	口木人夂
閨	門土土
聞	門耳
閧	門龷八
閪	門西
閩	門虫
閭	門吕
閮	門丿士廴
閰	門臼
閥	門亻戈
閤	門亼口
閦	門人人人
閣	門夂口
閡	門亥
関	門丷天
暥	日日宀女
嘔	口匚品
遱	口十口辶
暟	日山豆
暣	日气米
暞	日自木
暤	日白大十
暚	日爫缶
暡	日八厶羽
暠	日高
飸	口一乙食
毾	日羽毛
頔	由頁
盢	田犬皿
跿	走
踍	耂子
踋	土厶卩
踂	耳乙
踈	木口
踎	不口
踁	一巛工
踄	止
踃	月
踀	足
踇	母
跼	尸乙口
踆	厶八夂
畼	田旦勿
畽	田千日二
蜯	虫二丨
蝫	虫耂日
蝧	虫艹冂大
蜙	虫木八厶
蝀	虫木日
蜽	虫一巾丶
蜨	虫一彐龰
蜫	虫日匕匕
蜠	虫囗禾
蝄	虫冂丷亡
蝸	虫冂乙口
畻	田丷夫土
蜲	虫禾女
蜺	虫臼儿
蝂	虫片⺁又
蜼	虫隹
蜦	虫亼冂艹
蜪	虫勹缶
蜭	虫⺈臼
蜳	虫子
蜶	虫亠人十
蜟	虫月
蝋	虫⺍几丨
蝊	虫宀一龰
蜧	虫户犬
蜛	虫尸古
蜬	虫了凵
蝃	虫又又又
嘑	口虍乎
嘢	口日土予
團	囗寸
嘍	口口十女
翤	口冂艹羽
鄲	吅阝
碞	品石
嘓	口囗戈一
嘂	吕丩吕
嘊	口山厂土
嗺	口山隹
嘄	口亻彐木
鳴	口鳥
噑	口白十
嘥	口彳止龰
嘦	口八覀女
嗿	口亽乙貝
慁	囗豕心
嘝	口⺈用十
嗻	口广廿灬
嘃	口广彐丨
嘙	口氵皮女
嘨	口彐米
噉	口乙耳攵
嘐	口羽人彡
嘇	口厶厶彡
幘	巾龶貝
嶊	山扌隹
嵿	山丁頁
嶃	山車斤
嶄	山車斤
嶆	山艹日日
嶇	山匚品
獃	山豆犬
敱	山豆⺊又
敳	山豆攵
嵽	山廿儿巾
嶀	山⻗二乙
罳	罒田心
罰	罒言刂
罯	罒立日
嶁	山口十女
幗	巾囗戈一
嶉	山口隹
嶋	山鳥
嶌	山鳥
幒	巾夕心
嵷	山彳人龰
嵸	山彳人龰
嶑	山⺈口
嵻	山广彐氺
嵼	山立丿生
圖	囗口十回
嶎	山尸示寸
嶈	山爿寸
嶐	山阝夂生
嵺	山羽人彡
嵾	山厶厶彡
幓	巾厶厶彡
圗	囗厶十囬
骵	骨本
骲	骨勹巳
骳	骨皮
甧	生生月
鄦	龷阝
製	牛冂刂衣
罁	缶冂丷山
搿	龵亼口手
聟	矢口耳
氁	毛艹日大
氳	气囗人皿
犕	牜龷丿用
犔	牜气米
犓	牜勹䶹䶹
犗	牜宀三口
舓	舌日勿
舕	舌火火
稧	禾三丨大
穁	禾艹耳
稫	禾一口田
稬	禾而大
稭	禾匕匕白
馛	禾日犮
馜	禾日尸匕
稩	禾田月
種	禾千日二
稪	禾日夂
稲	禾爫丨日
稱	禾爫冂土
稯	禾乂凵夂
稵	禾丷一幺
稨	禾户冂艹
穊	禾彐儿
稦	禾丨㐄
稰	禾乙龰月
熈	丿臣巳灬
勪	丿大口力
箝	扌甘
箉	扌口力
箃	耳又
箂	木人人
箣	木冂刂
箑	一彐龰
箋	戈戈
箌	一厶刂
箎	虍几
箟	日匕匕
箇	囗古
箘	囗禾
箆	冂人匕
箠	千艹二
箄	白丿十
箚	亼口刂
箏	爫彐丨
箙	月卩又
箤	亠人十
箁	立口
箊	方人⺀
箞	丷夫㔾
箥	氵皮
箈	氵厶口
箒	彐冖巾
箛	子瓜
緐	母系
僣	亻夫夫日
僥	亻土土⺎
僨	亻十艹貝
僫	亻亞心
僛	亻其欠
僷	亻艹廿木
僡	亻心
僊	亻覀大巳
僲	亻覀夕㐄
牔	片甫寸
牓	片方
僕	亻业丶
跾	亻丨攵足
僘	亻尚攵
僴	亻門日
僩	亻門月
僓	亻貝
僤	亻吅
僑	亻丿大口
儁	亻隹乙
僠	亻禾丷田
僞	亻爫灬
僢	亻爫冖㐄
僐	亻羊丷口
僯	亻米夕㐄
僗	亻火火力
僒	亻穴彐口
僱	亻户隹
甈	自木瓦
躴	身丶彐
躵	身刀丶心
墍	白匕匚土
歍	烏欠
僝	亻尸子子
僜	亻癶豆
僪	亻矛冂口
僟	亻幺幺丶
瞂	⺁十目犮
徳	彳十罒心
徱	彳覀示
歋	⺁虍几欠
徴	彳山王攵
幑	彳山一攵
銜	彳金亍
徶	彳㡀攵
慇	⺁彐乙心
艊	舟白巾
艌	舟亽乙心
搫	舟几又手
艍	舟尸古
銇	金耒
銭	金㦮
鉽	金弋工
銢	金二水
銒	金一干
鉶	金开刂
銈	金土土
銡	金士口
銬	金耂一乙
銠	金耂匕
鉺	金耳
鉷	金龷八
鋩	金艹亡
銊	金戌
銔	金不十
銆	金丆日
銪	金月
銌	金丨子
銙	金大二乙
鋮	金戊乙
銕	金大弓
鋣	金牙阝
銍	金一厶土
銧	金⺎
鉵	金虫
鋁	金吕
銅	金冂一口
銱	金口巾
銦	金囗大
銟	金山巾
銖	金丿未
銑	金⺧儿
銩	金丿土厶
鋌	金丿士廴
銛	金舌
銝	金亻木
鋋	金丿廴
銋	金亻丿士
銄	金口
銗	金𠂋
銓	金人王
鉿	金亼口
銚	金儿
銁	金勹日
銘	金夕口
鉻	金夂口
鉹	金夕夕
錚	金⺈彐丨
銫	金⺈巴
鉸	金六乂
銥	金衣
銃	金儿
鉼	金丷开
銤	金米
銂	金⺍川
銨	金宀女
銉	金彐二丨
銀	金彐
銣	金女口
鉾	金厶牛
銯	金糸
搻	亼口手手
勫	禾丷田力
谽	谷亽乙口
飖	爫缶几乂
爳	爫灬了
鄬	爫灬阝
貋	豸日干
貍	豸日土
戧	亽彐丿戈
餌	飠耳
蝕	飠虫
餇	飠冂一口
餂	飠舌
餁	飠亻丿士
餉	飠口
餄	飠亼口
餆	飠儿
餎	飠夂口
餃	飠六乂
餏	飠衣
餅	飠丷开
領	亽龴頁
膆	月龶糸
遯	月豕辶
膃	月囗人皿
膍	月乂匕
膎	月爫幺大
膖	月夂三辶
膌	月人月
膅	月广彐口
榺	月丷夫木
膉	月皿
膁	月丷一
蜰	月巴虫
駂	匕十馬
翢	⺆土口羽
雑	九朩隹
鳳	几一鳥
銞	勹日金
鲓	鱼耂一乙
魟	魚工
魠	魚丿七
魡	魚勹丶
魥	魚乃丶
魢	魚己
獚	犭龷由八
獑	犭車斤
獌	犭日罒又
颰	几丿虫犮
颭	几丿虫口
颮	几丿虫巳
颱	几丿虫口
獕	犭山隹
獔	犭白十
獄	犭言犬
獙	犭㡀攵
觨	⺈用工水
觩	⺈用求
觪	⺈用立十
鄮	丶刀阝
誡	言戈廾
誟	言耂子
読	言士冖儿
誌	言士心
誮	言艹亻
誣	言工人人
誖	言子
誧	言甫
誎	言木口
語	言五口
誫	言厂二
誙	言一巛工
誚	言月
誤	言口天
誢	言目儿
誥	言⺧口
誐	言丿扌戈
誗	言禾刂
誘	言禾乃
誨	言母
說	言八口儿
誝	言亽乙口
誑	言犭王
誩	言言
説	言丷口儿
誏	言丶彐
誛	言彐冖又
誋	言己心
認	言刀丶心
誦	言龴用
誒	言厶矢
誜	言厶八夂
凴	冫馬几
裵	衣非
槀	高木
歊	高欠
毃	高几又
髚	高亠几
廣	广龷由八
塺	麻土
麼	麻幺
廗	广廿儿巾
廎	广匕頁
廔	广口十女
廏	广白匕又
瘈	疒三丨大
瘎	疒其乙
瘧	疒虍
瘍	疒旦勿
瘇	疒千日二
瘣	疒白儿厶
瘉	疒亼月刂
廘	广鹿
瘓	疒⺈冂大
瘋	疒几丿虫
瘖	疒立日
瘒	疒冖車
虠	六乂虍几
褏	衣一由
廜	广尸耂日
褎	衣一禾
裦	衣一矛
塵	鹿土
竰	立厂日土
辡	立立十
遧	立早辶
勭	立日土力
韷	立日屮凵
竬	立丿口⽱
颯	立几丿虫
暜	立立日
竮	立尸丷开
適	亠丷冂辶
齊	亠丷丨二
夣	罒冖夕
養	丷三食
羫	穴工
頖	丷二丿頁
勬	丷夫糸力
粻	米
粸	米其
粺	米白丿十
鄰	米夕㐄阝
粷	米勹米
粶	米彐氺
鄭	丷西一阝
甉	丷一彐瓦
愬	屰月心
幣	㡀攵巾
彆	㡀攵弓
嫳	㡀攵女
煹	火冂土
熕	火工貝
熆	火土厶皿
燁	火艹一十
煿	火甫寸
熚	火龷
熀	火日⺎
熌	火門人
熉	火口貝
煾	火囗大心
熅	火囗人皿
熂	火气米
熓	火烏
熎	火爫缶
熖	火爫臼
熗	火亽彐口
熢	火夂三辶
煼	火勹䶹䶹
煻	火广彐口
熑	火丷一
榮	火火冖木
甇	火火冖瓦
膋	火火冖月
滎	火火冖水
犖	火火冖牛
熒	火火冖火
熐	火冖日六
熁	火力力月
漬	氵龶貝
漌	氵堇
漢	氵廿口夫
滿	氵廿巾丶
